w1,PexPRO_17,PexPRO_23,PexPRO_30,QexPRO_17,QexPRO_23,QexPRO_30
0.480000,0.487554,0.371498,0.227104,0.000000,0.221215,0.187037
0.480000,0.504298,0.072000,0.207248,0.000000,0.075375,0.174888
0.480000,0.425200,-0.228000,-0.092752,0.000000,0.000000,0.102428
0.480000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.480000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.480000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.480000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.480000,0.407666,-0.217913,-0.077877,0.000000,0.000000,0.123616
0.480000,0.503364,0.082087,0.222123,0.000000,0.062864,0.177721
0.480000,0.478834,0.382082,0.260505,0.000000,0.228209,0.185060
0.480000,0.479413,0.401764,0.272138,0.000000,0.237431,0.180929
0.480000,0.485103,0.424666,0.285231,0.000000,0.252435,0.179125
0.480000,0.486702,0.446466,0.298240,0.000000,0.267841,0.171954
0.480000,0.493820,0.469690,0.311893,0.000000,0.282903,0.171562
0.480000,0.525524,0.611928,0.342632,0.000000,0.295283,0.192576
0.480000,0.513543,0.601464,0.361764,0.000000,0.310950,0.192987
0.480000,0.499748,0.587193,0.380741,0.000000,0.327007,0.190839
0.480000,0.489693,0.585488,0.400701,0.000000,0.331229,0.193945
0.480000,0.474073,0.580314,0.417857,0.000000,0.314911,0.191816
0.480000,0.479999,0.650324,0.470165,0.000000,0.356199,0.217471
0.480000,0.463864,0.723177,0.524819,0.000000,0.402604,0.243831
0.480000,0.454225,0.808506,0.581660,0.000000,0.448231,0.277242
0.480000,0.477724,0.890858,0.632161,0.000000,0.479098,0.311433
0.480000,0.466703,0.974150,0.684809,0.000000,0.501105,0.347668
0.480000,0.452048,1.020796,0.728033,0.000000,0.524705,0.366621
0.480000,0.437403,1.111738,0.809356,0.000000,0.483668,0.436122
0.480000,0.422785,1.201342,0.883140,0.000000,0.464682,0.497279
0.480000,0.409394,1.249112,0.928156,0.000000,0.478349,0.523122
0.480000,0.396000,1.330277,0.979923,0.000000,0.488632,0.568065
0.480000,0.409735,1.413288,1.017826,0.000000,0.305546,0.600000
0.480000,0.429114,1.417744,1.076312,0.000000,0.301953,0.600000
0.480000,0.429840,1.405036,1.086844,0.000000,0.355163,0.600000
0.480000,0.351800,1.105036,0.998228,0.000000,0.550180,0.559092
0.480000,0.376924,1.031775,1.025429,0.000000,0.573525,0.600000
0.480000,0.361924,1.027502,1.043422,0.000000,0.572500,0.599999
0.480000,0.318008,0.996832,1.060443,0.000000,0.549801,0.587830
0.480000,0.319622,0.828742,1.073683,0.000000,0.424654,0.599998
0.480000,0.342103,0.528742,1.069090,0.000000,0.201047,0.600000
0.480000,0.477979,0.228742,0.844144,0.000000,0.000000,0.600000
0.480000,0.512778,0.172350,0.909515,0.000000,0.065246,0.600000
0.480000,0.492452,0.197264,0.916053,0.000000,0.074740,0.600000
0.480000,0.445868,0.213845,1.021147,0.000000,0.076247,0.600000
0.480000,0.465710,0.265796,1.039766,0.000000,0.052990,0.600000
0.480000,0.471579,0.259937,1.135179,0.000000,0.047141,0.600000
0.480000,0.477675,0.191881,1.068183,0.000000,0.157221,0.600000
0.480000,0.493061,0.185542,1.082654,0.000000,0.166630,0.600000
0.480000,0.492845,0.178680,1.083368,0.000000,0.175647,0.600000
0.480000,0.469125,0.159861,1.054187,0.000000,0.174759,0.600000
0.480000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.480000,0.495271,0.135497,0.901341,0.000000,0.182937,0.600000
0.480000,0.473748,0.180116,0.938217,0.000000,0.079627,0.600000
0.480000,0.460023,0.162118,0.921206,0.000000,0.079354,0.600000
0.480000,0.466784,0.149116,0.859736,0.000000,0.082781,0.600000
0.480000,0.474571,0.135698,0.813086,0.000000,0.084854,0.600000
0.480000,0.471657,0.120365,0.780090,0.000000,0.085490,0.600000
0.480000,0.454793,0.103516,0.742569,0.000000,0.093375,0.600000
0.480000,0.356500,0.403516,0.797746,0.000000,0.318375,0.600000
0.480000,0.360870,0.703515,0.787247,0.000000,0.523362,0.600000
0.480000,0.339602,0.839006,0.780258,0.000000,0.471630,0.600000
0.480000,0.340346,0.828358,0.782101,0.000000,0.470454,0.600000
0.480000,0.352553,0.817962,0.769425,0.000000,0.468798,0.600000
0.480000,0.350272,0.817072,0.762894,0.000000,0.470640,0.600000
0.480000,0.400875,1.077951,0.861405,0.000000,0.341308,0.600000
0.480000,0.448003,1.088876,0.884641,0.000000,0.314896,0.600000
0.480000,0.497742,1.120059,0.926873,0.000000,0.205969,0.593757
0.480000,0.547371,1.124016,0.938115,0.000000,0.195185,0.575320
0.480000,0.550476,1.125539,0.950396,0.000000,0.196322,0.577068
0.480000,0.559118,1.127041,0.945997,0.000000,0.195059,0.571478
0.480000,0.543269,1.127434,0.942692,0.000000,0.199324,0.575697
0.480000,0.544096,1.128501,0.938496,0.000000,0.200218,0.573643
0.480000,0.550947,1.126670,0.922078,0.000000,0.214744,0.592500
0.480000,0.558734,1.120873,0.854349,0.000000,0.244605,0.599998
0.480000,0.562971,1.118313,0.777590,0.000000,0.259240,0.582841
0.480000,0.534088,1.115683,0.744943,0.000000,0.273283,0.575178
0.480000,0.579058,1.004570,0.734185,0.000000,0.293872,0.599999
0.480000,0.584666,0.950489,0.730278,0.000000,0.280868,0.599995
0.480000,0.590274,0.912390,0.680074,0.000000,0.296960,0.557391
0.480000,0.585095,0.899779,0.627388,0.000000,0.324232,0.516229
0.480000,0.573041,0.874736,0.600038,0.000000,0.313882,0.495718
0.480000,0.581732,0.810140,0.583008,0.000000,0.297363,0.485035
0.480000,0.546995,0.510640,0.417318,0.000000,0.309846,0.369697
0.480000,0.547496,0.335316,0.379429,0.000000,0.280359,0.336274
0.480000,0.597995,0.317632,0.322994,0.000000,0.266723,0.294087
0.480000,0.598745,0.300962,0.291171,0.000000,0.253657,0.253693
0.480000,0.599494,0.285474,0.260866,0.000000,0.241479,0.219699
0.480000,0.600247,0.274075,0.235670,0.000000,0.232367,0.209269
0.500000,0.533924,0.563246,0.268583,0.000000,0.252732,0.222546
0.500000,0.536472,0.564567,0.266581,0.000000,0.248197,0.225857
0.500000,0.550451,0.590291,0.268894,0.000000,0.242642,0.242859
0.500000,0.502777,0.484709,0.248084,0.000000,0.242691,0.186063
0.500000,0.553370,0.588341,0.264093,0.000000,0.233782,0.246872
0.500000,0.537393,0.552892,0.255230,0.000000,0.232000,0.228256
0.500000,0.500048,0.310987,0.216648,0.000000,0.235113,0.187098
0.500000,0.495496,0.305177,0.212835,0.000000,0.232250,0.182090
0.500000,0.491801,0.299585,0.209126,0.000000,0.229333,0.178137
0.500000,0.488567,0.294320,0.209236,0.000000,0.226953,0.177655
0.500000,0.482303,0.288279,0.208989,0.000000,0.224766,0.173450
0.500000,0.491948,0.072000,0.207247,0.000000,0.075375,0.174887
0.500000,0.425200,-0.228000,-0.092752,0.000000,0.000000,0.102428
0.500000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.500000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.500000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.500000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.500000,0.407666,-0.217913,-0.077877,0.000000,0.000000,0.123616
0.500000,0.491048,0.082087,0.222122,0.000000,0.062863,0.177721
0.500000,0.473412,0.296898,0.243475,0.000000,0.211833,0.172287
0.500000,0.473988,0.313832,0.255676,0.000000,0.212398,0.168582
0.500000,0.479421,0.341267,0.268803,0.000000,0.221397,0.166804
0.500000,0.480709,0.368537,0.281855,0.000000,0.229562,0.159665
0.500000,0.487557,0.396549,0.295543,0.000000,0.238283,0.159300
0.500000,0.527186,0.610863,0.342226,0.000000,0.295424,0.192272
0.500000,0.515203,0.600401,0.361358,0.000000,0.311091,0.192682
0.500000,0.501412,0.586127,0.380334,0.000000,0.327149,0.190533
0.500000,0.491269,0.584566,0.400227,0.000000,0.330536,0.193590
0.500000,0.475650,0.579392,0.417382,0.000000,0.314219,0.191460
0.500000,0.479998,0.650324,0.470165,0.000000,0.356199,0.217471
0.500000,0.463864,0.723178,0.524819,0.000000,0.402603,0.243832
0.500000,0.454224,0.808507,0.581661,0.000000,0.448233,0.277243
0.500000,0.477725,0.890858,0.632161,0.000000,0.479099,0.311433
0.500000,0.466703,0.974150,0.684809,0.000000,0.501105,0.347668
0.500000,0.452048,1.020797,0.728033,0.000000,0.524706,0.366621
0.500000,0.437403,1.111738,0.809356,0.000000,0.483668,0.436122
0.500000,0.422760,1.197262,0.887360,0.000000,0.456244,0.500444
0.500000,0.409394,1.245003,0.932386,0.000000,0.469675,0.526294
0.500000,0.396000,1.326864,0.983440,0.000000,0.481314,0.570703
0.500000,0.414710,1.412548,1.013420,0.000000,0.307843,0.600000
0.500000,0.434058,1.417059,1.071884,0.000000,0.304106,0.600000
0.500000,0.433484,1.409199,1.078968,0.000000,0.344005,0.600000
0.500000,0.351800,1.109200,0.998067,0.000000,0.543794,0.558972
0.500000,0.373481,1.067072,1.025429,0.000000,0.599998,0.600000
0.500000,0.358355,1.064167,1.043422,0.000000,0.599998,0.599999
0.500000,0.309857,1.058808,1.066440,0.000000,0.596283,0.592330
0.500000,0.316670,0.858823,1.073684,0.000000,0.447214,0.599999
0.500000,0.339037,0.558823,1.069090,0.000000,0.223608,0.600000
0.500000,0.473837,0.258823,0.844144,0.000000,0.000002,0.600000
0.500000,0.512778,0.173825,0.909402,0.000000,0.063115,0.600000
0.500000,0.492453,0.198734,0.915940,0.000000,0.072615,0.600000
0.500000,0.445868,0.215183,1.021041,0.000000,0.074315,0.600000
0.500000,0.465725,0.265313,1.039766,0.000000,0.053694,0.600000
0.500000,0.471579,0.259934,1.135179,0.000000,0.047146,0.600000
0.500000,0.477656,0.191876,1.068228,0.000000,0.157217,0.600000
0.500000,0.493083,0.185547,1.082600,0.000000,0.166634,0.600000
0.500000,0.492875,0.178687,1.083295,0.000000,0.175652,0.600000
0.500000,0.469076,0.159849,1.054303,0.000000,0.174749,0.600000
0.500000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.500000,0.489499,0.134060,0.914583,0.000000,0.181859,0.600000
0.500000,0.476649,0.180847,0.931426,0.000000,0.080175,0.600000
0.500000,0.462894,0.162846,0.914467,0.000000,0.079900,0.600000
0.500000,0.466784,0.149116,0.859736,0.000000,0.082782,0.600000
0.500000,0.474571,0.135698,0.813086,0.000000,0.084854,0.600000
0.500000,0.472241,0.120511,0.778775,0.000000,0.085600,0.600000
0.500000,0.454793,0.080003,0.752239,0.000000,0.075741,0.600000
0.500000,0.359951,0.380003,0.797745,0.000000,0.300740,0.600000
0.500000,0.360357,0.668975,0.787247,0.000000,0.523195,0.600000
0.500000,0.339894,0.788404,0.780258,0.000000,0.505597,0.600000
0.500000,0.335469,0.762311,0.782101,0.000000,0.495169,0.600000
0.500000,0.342855,0.742783,0.769425,0.000000,0.487701,0.600000
0.500000,0.350201,0.773312,0.762894,0.000000,0.481728,0.600000
0.500000,0.401559,1.073311,0.865238,0.000000,0.353825,0.600000
0.500000,0.447640,1.088019,0.885824,0.000000,0.317468,0.600000
0.500000,0.501086,1.119488,0.923884,0.000000,0.208663,0.597786
0.500000,0.550495,1.123524,0.935283,0.000000,0.197643,0.579326
0.500000,0.553722,1.125036,0.947444,0.000000,0.198821,0.581223
0.500000,0.562340,1.126538,0.943071,0.000000,0.197574,0.575657
0.500000,0.547499,1.126747,0.938875,0.000000,0.202669,0.581082
0.500000,0.548375,1.127793,0.934648,0.000000,0.203652,0.579098
0.500000,0.550947,1.126670,0.922078,0.000000,0.214744,0.592500
0.500000,0.558734,1.120091,0.855105,0.000000,0.247683,0.599998
0.500000,0.561588,1.117633,0.779496,0.000000,0.261759,0.586912
0.500000,0.535150,1.115335,0.744224,0.000000,0.274506,0.576200
0.500000,0.579058,1.004586,0.734186,0.000000,0.290052,0.599998
0.500000,0.584666,0.950502,0.730281,0.000000,0.277220,0.599996
0.500000,0.590273,0.912390,0.680074,0.000000,0.296960,0.557391
0.500000,0.588560,0.897463,0.626482,0.000000,0.324498,0.515549
0.500000,0.576509,0.872416,0.599132,0.000000,0.314147,0.495039
0.500000,0.574798,0.832342,0.567046,0.000000,0.300848,0.473063
0.500000,0.546994,0.532843,0.440305,0.000000,0.304899,0.386938
0.500000,0.547497,0.431369,0.396849,0.000000,0.294511,0.349339
0.500000,0.597995,0.407763,0.340361,0.000000,0.288775,0.307112
0.500000,0.598745,0.385170,0.308497,0.000000,0.283618,0.266688
0.500000,0.599494,0.364829,0.278156,0.000000,0.277921,0.232666
0.500000,0.600247,0.352615,0.252932,0.000000,0.269889,0.222216
0.520000,0.544906,0.556212,0.265920,0.000000,0.253669,0.220549
0.520000,0.547458,0.557531,0.263917,0.000000,0.249134,0.223860
0.520000,0.561439,0.583251,0.266232,0.000000,0.243579,0.240862
0.520000,0.513773,0.477670,0.245413,0.000000,0.243630,0.184060
0.520000,0.564366,0.581294,0.261430,0.000000,0.234720,0.244875
0.520000,0.549441,0.543457,0.254031,0.000000,0.232636,0.227356
0.520000,0.494803,0.243966,0.201103,0.000000,0.206223,0.175439
0.520000,0.490369,0.233300,0.197834,0.000000,0.197848,0.170839
0.520000,0.486629,0.228505,0.194137,0.000000,0.193877,0.166895
0.520000,0.483341,0.224177,0.194259,0.000000,0.190256,0.166423
0.520000,0.477002,0.219447,0.194028,0.000000,0.186334,0.162230
0.520000,0.481012,0.072000,0.207217,0.000000,0.075374,0.174865
0.520000,0.425200,-0.228000,-0.092752,0.000000,0.000000,0.102428
0.520000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.520000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.520000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.520000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.520000,0.407666,-0.217913,-0.077877,0.000000,0.000000,0.123616
0.520000,0.480136,0.082087,0.222121,0.000000,0.062863,0.177720
0.520000,0.467775,0.234420,0.228572,0.000000,0.164977,0.161110
0.520000,0.468361,0.251353,0.240767,0.000000,0.165540,0.157400
0.520000,0.473805,0.278782,0.253882,0.000000,0.174534,0.155613
0.520000,0.475104,0.306047,0.266923,0.000000,0.182695,0.148466
0.520000,0.481963,0.334058,0.280599,0.000000,0.191415,0.148092
0.520000,0.529027,0.609684,0.341777,0.000000,0.295579,0.191935
0.520000,0.517042,0.599223,0.360909,0.000000,0.311246,0.192345
0.520000,0.503253,0.584949,0.379883,0.000000,0.327303,0.190195
0.520000,0.493013,0.583547,0.399703,0.000000,0.329771,0.193197
0.520000,0.477394,0.578373,0.416858,0.000000,0.313455,0.191066
0.520000,0.479998,0.650324,0.470165,0.000000,0.356199,0.217471
0.520000,0.463863,0.723178,0.524819,0.000000,0.402603,0.243832
0.520000,0.454225,0.808506,0.581660,0.000000,0.448230,0.277243
0.520000,0.477724,0.890859,0.632161,0.000000,0.479098,0.311433
0.520000,0.466703,0.974150,0.684809,0.000000,0.501104,0.347668
0.520000,0.452048,1.020797,0.728033,0.000000,0.524705,0.366621
0.520000,0.437403,1.111738,0.809357,0.000000,0.483667,0.436122
0.520000,0.422773,1.197925,0.886666,0.000000,0.457607,0.499923
0.520000,0.409394,1.245678,0.931690,0.000000,0.471079,0.525773
0.520000,0.396000,1.327542,0.982740,0.000000,0.482752,0.570178
0.520000,0.422225,1.408696,1.009448,0.000000,0.319501,0.600000
0.520000,0.442663,1.413789,1.066230,0.000000,0.314167,0.600000
0.520000,0.441022,1.409956,1.070486,0.000000,0.341932,0.600000
0.520000,0.351800,1.109957,0.998041,0.000000,0.542623,0.558952
0.520000,0.373481,1.067082,1.025429,0.000000,0.599989,0.600000
0.520000,0.358355,1.064175,1.043422,0.000000,0.599990,0.599999
0.520000,0.307929,1.063765,1.070450,0.000000,0.599995,0.595335
0.520000,0.309664,0.930759,1.073684,0.000000,0.501166,0.599998
0.520000,0.331758,0.630760,1.069090,0.000000,0.277560,0.600000
0.520000,0.460161,0.330760,0.844144,0.000000,0.053954,0.600000
0.520000,0.512778,0.194402,0.907832,0.000000,0.033426,0.600000
0.520000,0.492452,0.219298,0.914366,0.000000,0.042951,0.600000
0.520000,0.445868,0.235528,1.019445,0.000000,0.044982,0.600000
0.520000,0.465543,0.270902,1.039766,0.000000,0.045555,0.600000
0.520000,0.471579,0.296011,1.118990,0.000000,0.074189,0.600000
0.520000,0.477679,0.191882,1.068172,0.000000,0.157222,0.600000
0.520000,0.493156,0.185566,1.082425,0.000000,0.166648,0.600000
0.520000,0.492956,0.178707,1.083100,0.000000,0.175667,0.600000
0.520000,0.469065,0.159846,1.054332,0.000000,0.174747,0.600000
0.520000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.520000,0.482485,0.132307,0.930795,0.000000,0.180544,0.600000
0.520000,0.480203,0.174164,0.923734,0.000000,0.091816,0.600000
0.520000,0.466356,0.162325,0.906482,0.000000,0.082579,0.600000
0.520000,0.466784,0.124478,0.861663,0.000000,0.118558,0.600000
0.520000,0.474571,0.115568,0.814646,0.000000,0.114096,0.600000
0.520000,0.472241,0.105531,0.779929,0.000000,0.107369,0.600000
0.520000,0.454793,0.078911,0.752690,0.000000,0.074921,0.600000
0.520000,0.360112,0.378911,0.797745,0.000000,0.299921,0.600000
0.520000,0.349155,0.667880,0.787247,0.000000,0.523056,0.600000
0.520000,0.333517,0.684734,0.780257,0.000000,0.504960,0.600000
0.520000,0.328883,0.658703,0.782101,0.000000,0.494524,0.600000
0.520000,0.336269,0.639177,0.769424,0.000000,0.487030,0.600000
0.520000,0.339562,0.760344,0.762894,0.000000,0.481517,0.600000
0.520000,0.402269,1.060343,0.877225,0.000000,0.386367,0.600000
0.520000,0.445851,1.083993,0.891475,0.000000,0.329249,0.600000
0.520000,0.504587,1.117437,0.922229,0.000000,0.218051,0.599999
0.520000,0.558001,1.122320,0.928554,0.000000,0.203523,0.588678
0.520000,0.561525,1.123805,0.940430,0.000000,0.204794,0.590919
0.520000,0.570089,1.125306,0.936114,0.000000,0.203589,0.585414
0.520000,0.556258,1.125296,0.931074,0.000000,0.209559,0.591855
0.520000,0.557241,1.126294,0.926782,0.000000,0.210730,0.590016
0.520000,0.550963,1.126667,0.922065,0.000000,0.214757,0.592518
0.520000,0.558734,1.117366,0.857752,0.000000,0.258109,0.599999
0.520000,0.558458,1.115156,0.784669,0.000000,0.270724,0.599970
0.520000,0.539359,1.113938,0.741399,0.000000,0.279351,0.580201
0.520000,0.579058,1.004580,0.734186,0.000000,0.291600,0.599998
0.520000,0.584666,0.950497,0.730279,0.000000,0.278701,0.599995
0.520000,0.590274,0.912390,0.680074,0.000000,0.296960,0.557391
0.520000,0.591641,0.895403,0.625680,0.000000,0.324734,0.514948
0.520000,0.579595,0.870354,0.598329,0.000000,0.314384,0.494436
0.520000,0.568626,0.852210,0.552847,0.000000,0.303979,0.462414
0.520000,0.546999,0.552729,0.461805,0.000000,0.300301,0.403063
0.520000,0.547497,0.532953,0.413113,0.000000,0.291489,0.361537
0.520000,0.597995,0.509340,0.356571,0.000000,0.285717,0.319270
0.520000,0.598745,0.486739,0.324667,0.000000,0.280531,0.278815
0.520000,0.599494,0.466395,0.294288,0.000000,0.274806,0.244765
0.520000,0.600247,0.454188,0.269039,0.000000,0.266755,0.234296
0.540000,0.554743,0.549937,0.263550,0.000000,0.254516,0.218771
0.540000,0.557298,0.551253,0.261547,0.000000,0.249981,0.222082
0.540000,0.571281,0.576969,0.263864,0.000000,0.244426,0.239086
0.540000,0.523621,0.471391,0.243037,0.000000,0.244479,0.182278
0.540000,0.574214,0.575008,0.259061,0.000000,0.235568,0.243098
0.540000,0.565941,0.522085,0.260957,0.000000,0.231584,0.232551
0.540000,0.487976,0.222585,0.184216,0.000000,0.190188,0.162774
0.540000,0.484616,0.175924,0.184268,0.000000,0.154817,0.160665
0.540000,0.480876,0.171130,0.180575,0.000000,0.150847,0.156724
0.540000,0.477590,0.166803,0.180700,0.000000,0.147227,0.156253
0.540000,0.471252,0.162074,0.180473,0.000000,0.143304,0.152064
0.540000,0.473463,0.072000,0.188907,0.000000,0.075374,0.161133
0.540000,0.425200,-0.228000,-0.092752,0.000000,0.000000,0.102428
0.540000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.540000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.540000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.540000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.540000,0.407666,-0.217913,-0.077877,0.000000,0.000000,0.123616
0.540000,0.471419,0.082086,0.211014,0.000000,0.062863,0.169390
0.540000,0.462063,0.177041,0.215013,0.000000,0.121942,0.150941
0.540000,0.462660,0.193968,0.227202,0.000000,0.122502,0.147227
0.540000,0.468115,0.221392,0.240305,0.000000,0.131492,0.145431
0.540000,0.469425,0.248651,0.253337,0.000000,0.139649,0.138276
0.540000,0.475609,0.299807,0.264867,0.000000,0.165727,0.136293
0.540000,0.534145,0.599805,0.347142,0.000000,0.294509,0.195959
0.540000,0.518172,0.598500,0.360633,0.000000,0.311341,0.192138
0.540000,0.504384,0.584226,0.379607,0.000000,0.327399,0.189988
0.540000,0.494086,0.582920,0.399381,0.000000,0.329301,0.192956
0.540000,0.478467,0.577747,0.416536,0.000000,0.312985,0.190824
0.540000,0.479999,0.650324,0.470165,0.000000,0.356199,0.217471
0.540000,0.463863,0.723178,0.524819,0.000000,0.402603,0.243832
0.540000,0.454225,0.808506,0.581661,0.000000,0.448231,0.277242
0.540000,0.477724,0.890858,0.632161,0.000000,0.479098,0.311433
0.540000,0.466703,0.974150,0.684809,0.000000,0.501105,0.347669
0.540000,0.452048,1.020797,0.728033,0.000000,0.524705,0.366621
0.540000,0.437403,1.111739,0.809356,0.000000,0.483668,0.436122
0.540000,0.422781,1.205285,0.879098,0.000000,0.473089,0.494247
0.540000,0.409394,1.253071,0.924090,0.000000,0.487011,0.520072
0.540000,0.396000,1.330281,0.979919,0.000000,0.488642,0.568062
0.540000,0.426898,1.403807,1.009442,0.000000,0.333652,0.600000
0.540000,0.449739,1.410003,1.062691,0.000000,0.325384,0.600000
0.540000,0.446988,1.410327,1.064022,0.000000,0.340912,0.600000
0.540000,0.351800,1.110328,1.014127,0.000000,0.542053,0.571017
0.540000,0.372981,1.092104,1.025429,0.000000,0.565092,0.600000
0.540000,0.357862,1.088858,1.043423,0.000000,0.565589,0.599999
0.540000,0.305946,1.085939,1.074706,0.000000,0.569234,0.598526
0.540000,0.302148,1.008764,1.073683,0.000000,0.559669,0.599997
0.540000,0.323949,0.708764,1.069090,0.000000,0.336064,0.600000
0.540000,0.445563,0.408764,0.844144,0.000000,0.112457,0.600000
0.540000,0.512777,0.217643,0.906082,0.000000,0.000003,0.600000
0.540000,0.492452,0.246482,0.912313,0.000000,0.003877,0.600000
0.540000,0.445868,0.252733,1.018109,0.000000,0.020245,0.600000
0.540000,0.463374,0.282219,1.039766,0.000000,0.054039,0.600000
0.540000,0.471579,0.363977,1.088827,0.000000,0.125163,0.600000
0.540000,0.476885,0.191680,1.070091,0.000000,0.157071,0.600000
0.540000,0.492414,0.185379,1.084215,0.000000,0.166508,0.600000
0.540000,0.492224,0.178523,1.084865,0.000000,0.175529,0.600000
0.540000,0.468232,0.159635,1.056345,0.000000,0.174588,0.600000
0.540000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.540000,0.479350,0.131521,0.938085,0.000000,0.179955,0.600000
0.540000,0.484598,0.157745,0.914910,0.000000,0.118060,0.600000
0.540000,0.470699,0.145937,0.897743,0.000000,0.108762,0.600000
0.540000,0.466784,0.109273,0.862864,0.000000,0.140704,0.600000
0.540000,0.474571,0.100375,0.815835,0.000000,0.136227,0.600000
0.540000,0.472241,0.090348,0.781109,0.000000,0.129485,0.600000
0.540000,0.454793,0.078911,0.752690,0.000000,0.074921,0.600000
0.540000,0.360112,0.378911,0.797745,0.000000,0.299921,0.600000
0.540000,0.340728,0.639114,0.787247,0.000000,0.503342,0.600000
0.540000,0.327554,0.603941,0.780257,0.000000,0.485044,0.600000
0.540000,0.322879,0.578216,0.782100,0.000000,0.474207,0.600000
0.540000,0.330296,0.558050,0.769424,0.000000,0.467540,0.600000
0.540000,0.330799,0.739151,0.762894,0.000000,0.481278,0.600000
0.540000,0.406076,1.039151,0.894598,0.000000,0.412793,0.600000
0.540000,0.445043,1.079100,0.897040,0.000000,0.342959,0.600000
0.540000,0.506859,1.115061,0.922229,0.000000,0.228429,0.600000
0.540000,0.565367,1.121109,0.922055,0.000000,0.209264,0.597501
0.540000,0.569095,1.122555,0.933756,0.000000,0.210679,0.599926
0.540000,0.577701,1.124067,0.929385,0.000000,0.209462,0.594621
0.540000,0.563556,1.123700,0.925033,0.000000,0.216872,0.599995
0.540000,0.565658,1.124807,0.919466,0.000000,0.217514,0.599899
0.540000,0.557970,1.124890,0.916511,0.000000,0.222688,0.599996
0.540000,0.558734,1.114214,0.860830,0.000000,0.269630,0.599999
0.540000,0.556680,1.111553,0.789922,0.000000,0.283225,0.599999
0.540000,0.538139,1.110819,0.745415,0.000000,0.289859,0.593527
0.540000,0.579058,1.004544,0.734185,0.000000,0.300711,0.599999
0.540000,0.584666,0.953470,0.727235,0.000000,0.287996,0.597712
0.540000,0.590274,0.912390,0.680074,0.000000,0.296961,0.557390
0.540000,0.590122,0.896418,0.626076,0.000000,0.324618,0.515245
0.540000,0.578073,0.871370,0.598725,0.000000,0.314267,0.494733
0.540000,0.566578,0.854473,0.552485,0.000000,0.304027,0.462143
0.540000,0.552087,0.641593,0.476415,0.000000,0.297905,0.414020
0.540000,0.547499,0.627714,0.428343,0.000000,0.288829,0.372959
0.540000,0.597995,0.604095,0.371751,0.000000,0.283024,0.330654
0.540000,0.598745,0.581488,0.339809,0.000000,0.277811,0.290171
0.540000,0.599493,0.561141,0.309395,0.000000,0.272061,0.256095
0.540000,0.600247,0.548940,0.284123,0.000000,0.263992,0.245609
0.560000,0.564001,0.544051,0.261333,0.000000,0.255319,0.217109
0.560000,0.566559,0.545365,0.259330,0.000000,0.250784,0.220420
0.560000,0.580545,0.571078,0.261648,0.000000,0.245228,0.237424
0.560000,0.532891,0.465501,0.240815,0.000000,0.245284,0.180611
0.560000,0.583484,0.569111,0.256845,0.000000,0.236371,0.241436
0.560000,0.577676,0.504908,0.267967,0.000000,0.229658,0.237809
0.560000,0.481563,0.205406,0.168456,0.000000,0.177304,0.150954
0.560000,0.479273,0.123002,0.171801,0.000000,0.115126,0.151315
0.560000,0.475534,0.118210,0.168112,0.000000,0.111157,0.147377
0.560000,0.472249,0.113883,0.168239,0.000000,0.107537,0.146908
0.560000,0.465913,0.109154,0.168017,0.000000,0.103615,0.142721
0.560000,0.466544,0.071999,0.171552,0.000000,0.075374,0.148116
0.560000,0.425200,-0.228000,-0.092752,0.000000,0.000000,0.102428
0.560000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.560000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.560000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.560000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.560000,0.407666,-0.217913,-0.077877,0.000000,0.000000,0.123616
0.560000,0.464525,0.082086,0.193662,0.000000,0.062863,0.156375
0.560000,0.456758,0.124119,0.202554,0.000000,0.082252,0.141596
0.560000,0.457366,0.141045,0.214736,0.000000,0.082810,0.137878
0.560000,0.462830,0.168466,0.227829,0.000000,0.091798,0.136074
